	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.002G179800.1__Potri.014G106000.1	0.9489	0.8777299999999999	2172.0	2061.0	0.24811999999999998	GF_005117	0.1219	0.193	2.0	0.6315	Potri.002G179800.1	Potri.014G106000.1	1.0	1.0
Potri.001G449100.1__Potri.011G152400.1	0.9424	0.9128	1302.0	1227.0	0.10828	GF_005132	0.055	0.2372	2.0	0.2318	Potri.011G152400.1	Potri.001G449100.1	1.0	1.0
Potri.001G028300.1__Potri.003G195400.1	0.96825	0.89836	945.0	915.0	0.1354	GF_005093	0.0697	0.2502	2.0	0.2786	Potri.001G028300.1	Potri.003G195400.1	1.0	1.0
Potri.008G052500.1__Potri.010G208200.1	0.9258200000000001	0.8923399999999999	5217.0	4830.0	0.20615999999999998	GF_005114	0.0971	0.1975	2.0	0.4918	Potri.010G208200.1	Potri.008G052500.1	1.0	1.0
Potri.008G138800.1__Potri.010G102200.1	0.58214	0.80777	840.0	489.0	0.32738	GF_005128	0.1831	0.3905	2.0	0.4687	Potri.010G102200.1	Potri.008G138800.1	1.0	1.0
Potri.004G132700.1__Potri.011G084900.1	0.752	0.89184	1500.0	1128.0	0.1488	GF_005133	0.0724	0.2817	2.0	0.2569	Potri.004G132700.1	Potri.011G084900.1	1.0	1.0
Potri.004G083900.1__Potri.017G135000.1	0.99554	0.8953700000000001	1344.0	1338.0	0.12072000000000001	GF_005095	0.0583	0.3312	2.0	0.1762	Potri.017G135000.1	Potri.004G083900.1	1.0	1.0
Potri.008G118400.1__Potri.010G127600.1	0.98864	0.87931	1056.0	1044.0	0.1947	GF_005129	0.0994	0.2461	2.0	0.40399999999999997	Potri.008G118400.1	Potri.010G127600.1	1.0	1.0
Potri.006G202700.1__Potri.016G069500.1	0.99756	0.88235	1227.0	1224.0	0.15834	GF_005096	0.0718	0.34600000000000003	2.0	0.2075	Potri.016G069500.1	Potri.006G202700.1	1.0	1.0
Potri.006G202700.1__Potri.016G069500.1	0.99756	0.88235	1227.0	1224.0	0.15834	GF_005096	0.0718	0.34600000000000003	2.0	0.2075	Potri.016G069500.1	Potri.006G202700.1	1.0	1.0
Potri.001G454600.1__Potri.011G147300.1	0.9889100000000001	0.8679100000000001	1623.0	1605.0	0.16385999999999998	GF_005127	0.076	0.4559	2.0	0.1667	Potri.011G147300.1	Potri.001G454600.1	1.0	1.0
Potri.008G058900.1__Potri.010G199900.1	0.98603	0.87854	1503.0	1482.0	0.1795	GF_005126	0.0842	0.3076	2.0	0.2739	Potri.010G199900.1	Potri.008G058900.1	1.0	1.0
Potri.012G017800.1__Potri.015G010100.1	0.9435100000000001	0.8662200000000001	1434.0	1353.0	0.21958000000000003	GF_005134	0.1089	0.2875	2.0	0.3788	Potri.012G017800.1	Potri.015G010100.1	1.0	1.0
Potri.012G017800.1__Potri.015G010100.1	0.9435100000000001	0.8662200000000001	1434.0	1353.0	0.21958000000000003	GF_005134	0.1089	0.2875	2.0	0.3788	Potri.012G017800.1	Potri.015G010100.1	1.0	1.0
Potri.005G057500.1__Potri.007G110600.1	0.9904299999999999	0.8848600000000001	1254.0	1242.0	0.12586	GF_005099	0.0631	0.3699	2.0	0.1705	Potri.007G110600.1	Potri.005G057500.1	1.0	1.0
Potri.008G192300.1__Potri.010G038600.1	0.9865799999999999	0.90986	1788.0	1764.0	0.14602	GF_005138	0.0679	0.1962	2.0	0.3462	Potri.010G038600.1	Potri.008G192300.1	1.0	1.0
Potri.002G143600.1__Potri.014G066200.1	0.99374	0.89846	1437.0	1428.0	0.14026	GF_005110	0.0614	0.3336	2.0	0.1841	Potri.002G143600.1	Potri.014G066200.1	1.0	1.0
Potri.008G067600.1__Potri.010G189700.1	0.9938	0.9089799999999999	2421.0	2406.0	0.12558	GF_005112	0.0605	0.2248	2.0	0.2692	Potri.010G189700.1	Potri.008G067600.1	1.0	1.0
Potri.008G046200.1__Potri.010G215200.1	0.9591299999999999	0.8934799999999999	2349.0	2253.0	0.19012	GF_005118	0.0914	0.2099	2.0	0.4353	Potri.008G046200.1	Potri.010G215200.1	1.0	1.0
Potri.001G216300.1__Potri.009G016100.1	0.9902700000000001	0.89271	1233.0	1221.0	0.15056	GF_005100	0.0731	0.2687	2.0	0.2719	Potri.001G216300.1	Potri.009G016100.1	1.0	1.0
Potri.001G216300.1__Potri.009G016100.1	0.9902700000000001	0.89271	1233.0	1221.0	0.15056	GF_005100	0.0731	0.2687	2.0	0.2719	Potri.001G216300.1	Potri.009G016100.1	1.0	1.0
Potri.008G039500.1__Potri.010G222800.1	0.9847100000000001	0.93168	981.0	966.0	0.09194	GF_005140	0.0403	0.1861	2.0	0.2165	Potri.010G222800.1	Potri.008G039500.1	1.0	1.0
Potri.004G137100.1__Potri.T012200.1	0.9983200000000001	0.92053	3567.0	3561.0	0.06727999999999999	GF_005107	0.0323	0.2646	2.0	0.1219	Potri.T012200.1	Potri.004G137100.1	1.0	1.0
Potri.001G012300.1__Potri.003G214100.1	0.6543100000000001	0.88494	3480.0	2277.0	0.21194000000000002	GF_005102	0.1014	0.2246	2.0	0.4515	Potri.003G214100.1	Potri.001G012300.1	1.0	1.0
Potri.004G101400.1__Potri.017G113700.1	0.9827100000000001	0.88856	1041.0	1023.0	0.18172	GF_005130	0.0848	0.2477	2.0	0.3422	Potri.004G101400.1	Potri.017G113700.1	1.0	1.0
Potri.004G101400.1__Potri.017G113700.1	0.9827100000000001	0.88856	1041.0	1023.0	0.18172	GF_005130	0.0848	0.2477	2.0	0.3422	Potri.004G101400.1	Potri.017G113700.1	1.0	1.0
Potri.008G200500.1__Potri.010G029300.1	0.9797899999999999	0.90574	2523.0	2472.0	0.13262000000000002	GF_005143	0.0646	0.2208	2.0	0.2927	Potri.010G029300.1	Potri.008G200500.1	1.0	1.0
Potri.003G008400.1__Potri.004G223800.1	0.9915700000000001	0.90533	1779.0	1764.0	0.1567	GF_005122	0.0739	0.2159	2.0	0.3422	Potri.003G008400.1	Potri.004G223800.1	1.0	1.0
Potri.008G141900.1__Potri.010G099900.1	1.0	0.93399	303.0	303.0	0.05126	GF_005104	0.0217	0.2699	2.0	0.0803	Potri.010G099900.1	Potri.008G141900.1	1.0	1.0
Potri.002G152900.1__Potri.014G077200.1	0.88095	0.8894299999999999	1386.0	1221.0	0.2318	GF_005116	0.1104	0.1642	2.0	0.6724	Potri.002G152900.1	Potri.014G077200.1	1.0	1.0
Potri.002G152900.1__Potri.014G077200.1	0.88095	0.8894299999999999	1386.0	1221.0	0.2318	GF_005116	0.1104	0.1642	2.0	0.6724	Potri.002G152900.1	Potri.014G077200.1	1.0	1.0
Potri.008G088800.1__Potri.010G166500.1	0.9950700000000001	0.91419	609.0	606.0	0.14154	GF_005123	0.0692	0.1749	2.0	0.3953	Potri.010G166500.1	Potri.008G088800.1	1.0	1.0
Potri.008G088800.1__Potri.010G166500.1	0.9950700000000001	0.91419	609.0	606.0	0.14154	GF_005123	0.0692	0.1749	2.0	0.3953	Potri.010G166500.1	Potri.008G088800.1	1.0	1.0
Potri.008G094500.1__Potri.010G159600.1	0.9764200000000001	0.8886700000000001	1527.0	1491.0	0.19622	GF_005108	0.0899	0.2662	2.0	0.3378	Potri.010G159600.1	Potri.008G094500.1	1.0	1.0
Potri.008G080800.1__Potri.010G175500.1	0.9917799999999999	0.88834	1824.0	1809.0	0.19796	GF_005120	0.0987	0.2167	2.0	0.4556	Potri.008G080800.1	Potri.010G175500.1	1.0	1.0
Potri.008G182300.1__Potri.010G051700.1	1.0	0.9352	1605.0	1605.0	0.033639999999999996	GF_005124	0.0156	0.2893	2.0	0.0538	Potri.008G182300.1	Potri.010G051700.1	1.0	1.0
Potri.001G457700.1__Potri.011G144000.1	0.98214	0.8255899999999999	1512.0	1485.0	0.3864	GF_005141	0.1793	0.2831	2.0	0.6334	Potri.011G144000.1	Potri.001G457700.1	1.0	1.0
Potri.013G054200.1__Potri.019G031600.1	0.9674200000000001	0.8782399999999999	1197.0	1158.0	0.16482	GF_005164	0.0826	0.3496	2.0	0.2363	Potri.013G054200.1	Potri.019G031600.1	1.0	1.0
Potri.008G080000.1__Potri.010G176600.1	0.99687	0.93816	957.0	954.0	0.0795	GF_005156	0.0358	0.1695	2.0	0.2114	Potri.010G176600.1	Potri.008G080000.1	1.0	1.0
Potri.013G053000.1__Potri.019G030600.1	0.89789	0.8459700000000001	1851.0	1662.0	0.2267	GF_005154	0.1167	0.4236	2.0	0.2754	Potri.013G053000.1	Potri.019G030600.1	1.0	1.0
Potri.004G037800.1__Potri.011G046600.1	0.9936799999999999	0.91102	1425.0	1416.0	0.13366	GF_005177	0.061	0.235	2.0	0.2597	Potri.011G046600.1	Potri.004G037800.1	1.0	1.0
Potri.013G092400.1__Potri.019G066000.1	0.9187	0.88397	1107.0	1017.0	0.17600000000000002	GF_005159	0.0821	0.3012	2.0	0.2725	Potri.013G092400.1	Potri.019G066000.1	1.0	1.0
Potri.004G177900.1__Potri.009G138400.1	0.99569	0.88889	1392.0	1386.0	0.16434	GF_005172	0.0822	0.2432	2.0	0.3379	Potri.009G138400.1	Potri.004G177900.1	1.0	1.0
Potri.004G177900.1__Potri.009G138400.1	0.99569	0.88889	1392.0	1386.0	0.16434	GF_005172	0.0822	0.2432	2.0	0.3379	Potri.009G138400.1	Potri.004G177900.1	1.0	1.0
Potri.006G131800.1__Potri.016G085500.1	0.58855	0.8825700000000001	2778.0	1635.0	0.21018	GF_005136	0.1034	0.2435	2.0	0.4244	Potri.006G131800.1	Potri.016G085500.1	1.0	1.0
Potri.006G131800.1__Potri.016G085500.1	0.58855	0.8825700000000001	2778.0	1635.0	0.21018	GF_005136	0.1034	0.2435	2.0	0.4244	Potri.006G131800.1	Potri.016G085500.1	1.0	1.0
Potri.006G002100.1__Potri.016G002800.1	1.0	0.92096	1455.0	1455.0	0.07683999999999999	GF_005135	0.0382	0.239	2.0	0.1596	Potri.016G002800.1	Potri.006G002100.1	1.0	1.0
Potri.005G085700.1__Potri.007G079200.1	1.0	0.8867	1068.0	1068.0	0.18554	GF_005149	0.0818	0.2963	2.0	0.2762	Potri.007G079200.1	Potri.005G085700.1	1.0	1.0
Potri.005G085700.1__Potri.007G079200.1	1.0	0.8867	1068.0	1068.0	0.18554	GF_005149	0.0818	0.2963	2.0	0.2762	Potri.007G079200.1	Potri.005G085700.1	1.0	1.0
Potri.004G205300.1__Potri.009G166200.1	0.9279	0.91104	957.0	888.0	0.14204	GF_005150	0.062	0.21899999999999997	2.0	0.2829	Potri.009G166200.1	Potri.004G205300.1	1.0	1.0
Potri.004G205300.1__Potri.009G166200.1	0.9279	0.91104	957.0	888.0	0.14204	GF_005150	0.062	0.21899999999999997	2.0	0.2829	Potri.009G166200.1	Potri.004G205300.1	1.0	1.0
Potri.012G056300.1__Potri.015G046800.1	0.9219200000000001	0.92291	999.0	921.0	0.10892	GF_005165	0.0532	0.1742	2.0	0.3056	Potri.012G056300.1	Potri.015G046800.1	1.0	1.0
Potri.012G056300.1__Potri.015G046800.1	0.9219200000000001	0.92291	999.0	921.0	0.10892	GF_005165	0.0532	0.1742	2.0	0.3056	Potri.012G056300.1	Potri.015G046800.1	1.0	1.0
Potri.008G159200.1__Potri.010G081000.1	0.9203600000000001	0.8603200000000001	2637.0	2427.0	0.30022	GF_005139	0.1499	0.2059	2.0	0.728	Potri.010G081000.1	Potri.008G159200.1	1.0	1.0
Potri.008G159200.1__Potri.010G081000.1	0.9203600000000001	0.8603200000000001	2637.0	2427.0	0.30022	GF_005139	0.1499	0.2059	2.0	0.728	Potri.010G081000.1	Potri.008G159200.1	1.0	1.0
Potri.006G215200.1__Potri.016G081700.1	0.9142899999999999	0.93171	945.0	864.0	0.03544	GF_005173	0.0164	0.2534	2.0	0.0645	Potri.016G081700.1	Potri.006G215200.1	1.0	1.0
Potri.008G157700.1__Potri.010G081800.1	0.38934	0.8771899999999999	2196.0	855.0	0.19874	GF_005155	0.0986	0.2826	2.0	0.3488	Potri.010G081800.1	Potri.008G157700.1	1.0	1.0
Potri.008G157700.1__Potri.010G081800.1	0.38934	0.8771899999999999	2196.0	855.0	0.19874	GF_005155	0.0986	0.2826	2.0	0.3488	Potri.010G081800.1	Potri.008G157700.1	1.0	1.0
Potri.004G049500.1__Potri.011G058600.1	0.9795299999999999	0.89154	1026.0	1005.0	0.1754	GF_005167	0.0855	0.2263	2.0	0.3776	Potri.004G049500.1	Potri.011G058600.1	1.0	1.0
Potri.008G192100.1__Potri.010G038900.1	0.95865	0.8871100000000001	1959.0	1878.0	0.17018	GF_005142	0.0868	0.2387	2.0	0.3639	Potri.010G038900.1	Potri.008G192100.1	1.0	1.0
Potri.005G116800.1__Potri.007G014400.1	0.9767399999999999	0.93739	1161.0	1134.0	0.0809	GF_005160	0.0378	0.1692	2.0	0.2234	Potri.005G116800.1	Potri.007G014400.1	1.0	1.0
Potri.005G116800.1__Potri.007G014400.1	0.9767399999999999	0.93739	1161.0	1134.0	0.0809	GF_005160	0.0378	0.1692	2.0	0.2234	Potri.005G116800.1	Potri.007G014400.1	1.0	1.0
Potri.008G034900.1__Potri.010G227600.1	0.43836	0.79167	657.0	288.0	0.35064	GF_005144	0.2052	0.4405	2.0	0.4658	Potri.010G227600.1	Potri.008G034900.1	1.0	1.0
Potri.006G277000.1__Potri.018G003800.1	0.98295	0.90848	1056.0	1038.0	0.10642	GF_005162	0.0479	0.2995	2.0	0.16	Potri.006G277000.1	Potri.018G003800.1	1.0	1.0
Potri.001G404100.1__Potri.011G123300.1	0.9912799999999999	0.85435	1032.0	1023.0	0.23374	GF_005166	0.1113	0.3419	2.0	0.3255	Potri.001G404100.1	Potri.011G123300.1	1.0	1.0
Potri.001G404100.1__Potri.011G123300.1	0.9912799999999999	0.85435	1032.0	1023.0	0.23374	GF_005166	0.1113	0.3419	2.0	0.3255	Potri.001G404100.1	Potri.011G123300.1	1.0	1.0
Potri.008G039900.1__Potri.010G222400.1	0.98969	0.86806	291.0	288.0	0.27138	GF_005188	0.1164	0.2984	2.0	0.3902	Potri.010G222400.1	Potri.008G039900.1	1.0	0.0
Potri.013G113100.1__Potri.019G083600.1	0.9845200000000001	0.90881	969.0	954.0	0.13128	GF_005161	0.0572	0.2712	2.0	0.2108	Potri.019G083600.1	Potri.013G113100.1	1.0	1.0
Potri.005G069500.1__Potri.007G099400.1	0.9902299999999999	0.9155700000000001	921.0	912.0	0.11938	GF_005168	0.055999999999999994	0.2405	2.0	0.2327	Potri.007G099400.1	Potri.005G069500.1	1.0	1.0
Potri.008G213600.1__Potri.010G001200.1	0.9438200000000001	0.81944	534.0	504.0	0.26464	GF_005182	0.1525	0.3952	2.0	0.3859	Potri.010G001200.1	Potri.008G213600.1	1.0	1.0
Potri.012G007500.1__Potri.015G004100.1	0.95745	0.8421700000000001	1833.0	1755.0	0.34786	GF_005170	0.1638	0.258	2.0	0.6349	Potri.012G007500.1	Potri.015G004100.1	1.0	1.0
Potri.012G007500.1__Potri.015G004100.1	0.95745	0.8421700000000001	1833.0	1755.0	0.34786	GF_005170	0.1638	0.258	2.0	0.6349	Potri.012G007500.1	Potri.015G004100.1	1.0	1.0
Potri.008G060000.1__Potri.010G199000.1	0.72346	0.9021600000000001	1215.0	879.0	0.06638	GF_005145	0.0334	0.3739	2.0	0.0894	Potri.010G199000.1	Potri.008G060000.1	1.0	1.0
Potri.008G063900.1__Potri.010G193200.1	0.6319	0.87379	489.0	309.0	0.18344000000000002	GF_005175	0.1041	0.2879	2.0	0.3615	Potri.010G193200.1	Potri.008G063900.1	1.0	1.0
Potri.005G058900.1__Potri.007G109100.1	0.91935	0.85798	1302.0	1197.0	0.26978	GF_005171	0.1272	0.3045	2.0	0.4178	Potri.005G058900.1	Potri.007G109100.1	1.0	1.0
Potri.005G058900.1__Potri.007G109100.1	0.91935	0.85798	1302.0	1197.0	0.26978	GF_005171	0.1272	0.3045	2.0	0.4178	Potri.005G058900.1	Potri.007G109100.1	1.0	1.0
Potri.010G248600.1__Potri.T154700.1	0.9747899999999999	0.95115	357.0	348.0	0.07372000000000001	GF_005146	0.0471	0.0713	2.0	0.66	Potri.010G248600.1	Potri.T154700.1	1.0	1.0
Potri.012G039700.1__Potri.015G033400.1	0.99223	0.92406	3477.0	3450.0	0.10626	GF_005153	0.0486	0.2114	2.0	0.23	Potri.015G033400.1	Potri.012G039700.1	1.0	1.0
Potri.001G448400.1__Potri.011G153300.1	0.9905200000000001	0.91946	1266.0	1254.0	0.09322000000000001	GF_005158	0.0439	0.2527	2.0	0.1737	Potri.011G153300.1	Potri.001G448400.1	1.0	1.0
Potri.002G005800.1__Potri.005G255900.1	0.96278	0.9055	1209.0	1164.0	0.12722	GF_005163	0.0583	0.2649	2.0	0.2202	Potri.002G005800.1	Potri.005G255900.1	1.0	1.0
Potri.008G007000.1__Potri.010G251800.1	0.96457	0.8517	762.0	735.0	0.22441999999999998	GF_005147	0.11800000000000001	0.3227	2.0	0.3656	Potri.010G251800.1	Potri.008G007000.1	1.0	1.0
Potri.008G210100.1__Potri.010G024000.1	0.57219	0.88785	561.0	321.0	0.1527	GF_005174	0.0707	0.3412	2.0	0.2072	Potri.010G024000.1	Potri.008G210100.1	1.0	1.0
Potri.008G143600.1__Potri.010G098500.1	0.9794700000000001	0.8952100000000001	1023.0	1002.0	0.12534	GF_005148	0.0613	0.2806	2.0	0.2185	Potri.010G098500.1	Potri.008G143600.1	1.0	1.0
Potri.013G075300.1__Potri.019G043400.1	0.92665	0.93125	2904.0	2691.0	0.08744	GF_005152	0.0388	0.2043	2.0	0.1901	Potri.013G075300.1	Potri.019G043400.1	1.0	1.0
Potri.002G178700.1__Potri.014G104800.1	0.98182	0.89594	1155.0	1134.0	0.17964000000000002	GF_005157	0.0825	0.2279	2.0	0.36200000000000004	Potri.014G104800.1	Potri.002G178700.1	1.0	1.0
Potri.002G071800.1__Potri.005G187700.1	0.76095	0.8697	1644.0	1251.0	0.2311	GF_005178	0.1096	0.2748	2.0	0.3988	Potri.002G071800.1	Potri.005G187700.1	1.0	1.0
Potri.001G158200.1__Potri.003G076600.1	0.99815	0.9227	1620.0	1617.0	0.10514000000000001	GF_005217	0.0498	0.2071	2.0	0.2405	Potri.001G158200.1	Potri.003G076600.1	1.0	1.0
Potri.004G130200.1__Potri.017G075900.1	0.87449	0.8711399999999999	1482.0	1296.0	0.19376	GF_005221	0.0917	0.3455	2.0	0.2655	Potri.004G130200.1	Potri.017G075900.1	1.0	1.0
Potri.008G045400.1__Potri.010G216100.1	0.9941399999999999	0.92901	3585.0	3564.0	0.07964	GF_005176	0.0372	0.2126	2.0	0.1748	Potri.010G216100.1	Potri.008G045400.1	1.0	1.0
Potri.008G118200.1__Potri.010G128100.1	1.0	0.93147	1503.0	1503.0	0.059860000000000003	GF_005191	0.0282	0.2155	2.0	0.1308	Potri.010G128100.1	Potri.008G118200.1	1.0	1.0
Potri.001G355300.1__Potri.011G077100.1	0.96575	0.8794299999999999	1752.0	1692.0	0.22734000000000001	GF_005196	0.1074	0.2392	2.0	0.4491	Potri.001G355300.1	Potri.011G077100.1	1.0	1.0
Potri.001G163400.1__Potri.003G071900.1	0.78155	0.8819899999999999	618.0	483.0	0.2031	GF_005222	0.0924	0.2654	2.0	0.348	Potri.003G071900.1	Potri.001G163400.1	1.0	1.0
Potri.002G223700.1__Potri.014G159500.1	0.8723	0.90691	1527.0	1332.0	0.09642	GF_005204	0.0456	0.2895	2.0	0.1574	Potri.002G223700.1	Potri.014G159500.1	1.0	1.0
Potri.008G082100.1__Potri.010G173900.1	1.0	0.90381	1050.0	1050.0	0.14198	GF_005223	0.0751	0.21600000000000003	2.0	0.3476	Potri.010G173900.1	Potri.008G082100.1	1.0	1.0
Potri.008G025700.1__Potri.010G234900.1	0.9746799999999999	0.83983	474.0	462.0	0.33336	GF_005201	0.1564	0.2879	2.0	0.5432	Potri.010G234900.1	Potri.008G025700.1	1.0	1.0
Potri.002G030900.1__Potri.005G232000.1	0.93206	0.90205	1413.0	1317.0	0.14498	GF_005210	0.0721	0.2195	2.0	0.3286	Potri.005G232000.1	Potri.002G030900.1	1.0	1.0
Potri.001G292300.1__Potri.009G086700.1	0.96739	0.89326	1104.0	1068.0	0.1494	GF_005224	0.0784	0.22899999999999998	2.0	0.3424	Potri.009G086700.1	Potri.001G292300.1	1.0	1.0
Potri.008G086100.1__Potri.010G169300.1	0.7561	0.87455	369.0	279.0	0.2599	GF_005229	0.1364	0.155	2.0	0.88	Potri.010G169300.1	Potri.008G086100.1	1.0	1.0
Potri.006G119300.1__Potri.009G003100.1	0.9294600000000001	0.65997	1446.0	1344.0	0.50622	GF_005180	0.2543	2.7386	2.0	0.0929	Potri.006G119300.1	Potri.009G003100.1	1.0	1.0
Potri.001G100800.1__Potri.003G131300.1	0.9806	0.9259299999999999	2010.0	1971.0	0.10028	GF_005209	0.0444	0.22	2.0	0.2017	Potri.003G131300.1	Potri.001G100800.1	1.0	1.0
Potri.008G067000.1__Potri.010G190100.1	0.85103	0.8770899999999999	1893.0	1611.0	0.19982	GF_005199	0.0942	0.3061	2.0	0.3077	Potri.010G190100.1	Potri.008G067000.1	1.0	1.0
Potri.008G193900.1__Potri.010G035100.1	0.99624	0.8559700000000001	1596.0	1590.0	0.26082	GF_005220	0.1256	0.29100000000000004	2.0	0.4316	Potri.010G035100.1	Potri.008G193900.1	1.0	1.0
Potri.008G174800.1__Potri.010G062000.1	0.9066799999999999	0.8817799999999999	2379.0	2157.0	0.19676	GF_005181	0.1026	0.2381	2.0	0.431	Potri.010G062000.1	Potri.008G174800.1	1.0	1.0
Potri.001G163300.1__Potri.003G072100.1	1.0	0.92256	1188.0	1188.0	0.05874	GF_005214	0.031	0.2477	2.0	0.1251	Potri.001G163300.1	Potri.003G072100.1	1.0	1.0
Potri.008G074800.1__Potri.010G182500.1	1.0	0.90746	1005.0	1005.0	0.1302	GF_005198	0.0591	0.2462	2.0	0.2399	Potri.010G182500.1	Potri.008G074800.1	1.0	1.0
Potri.008G061000.1__Potri.010G197300.1	0.99582	0.91055	1437.0	1431.0	0.14976	GF_005207	0.075	0.1706	2.0	0.4395	Potri.010G197300.1	Potri.008G061000.1	1.0	1.0
Potri.012G087100.1__Potri.015G079100.1	0.97983	0.8951	1041.0	1020.0	0.15024	GF_005212	0.069	0.2969	2.0	0.2324	Potri.015G079100.1	Potri.012G087100.1	1.0	1.0
Potri.013G118900.1__Potri.019G090700.1	0.97934	0.8996700000000001	2178.0	2133.0	0.14508	GF_005195	0.0732	0.2376	2.0	0.3081	Potri.019G090700.1	Potri.013G118900.1	1.0	1.0
Potri.013G118900.1__Potri.019G090700.1	0.97934	0.8996700000000001	2178.0	2133.0	0.14508	GF_005195	0.0732	0.2376	2.0	0.3081	Potri.019G090700.1	Potri.013G118900.1	1.0	1.0
Potri.012G075500.1__Potri.015G070500.1	1.0	0.93655	1245.0	1245.0	0.05852	GF_005183	0.0283	0.1956	2.0	0.1447	Potri.012G075500.1	Potri.015G070500.1	1.0	1.0
Potri.008G072500.1__Potri.010G184900.1	1.0	0.93586	1029.0	1029.0	0.05554	GF_005193	0.0274	0.2048	2.0	0.1336	Potri.010G184900.1	Potri.008G072500.1	1.0	1.0
Potri.008G145500.1__Potri.010G096600.1	1.0	0.87828	534.0	534.0	0.16592	GF_005200	0.0921	0.2878	2.0	0.3201	Potri.010G096600.1	Potri.008G145500.1	1.0	1.0
Potri.008G215700.1__Potri.010G022500.1	0.94781	0.9052899999999999	1437.0	1362.0	0.11266	GF_005202	0.0536	0.2461	2.0	0.2178	Potri.010G022500.1	Potri.008G215700.1	1.0	1.0
Potri.002G074600.1__Potri.005G185800.1	0.9895799999999999	0.92368	1152.0	1140.0	0.07386000000000001	GF_005215	0.037000000000000005	0.2379	2.0	0.1555	Potri.005G185800.1	Potri.002G074600.1	1.0	1.0
Potri.008G180400.1__Potri.010G054100.1	0.9865200000000001	0.8754700000000001	1335.0	1317.0	0.19032000000000002	GF_005184	0.0984	0.2641	2.0	0.3725	Potri.010G054100.1	Potri.008G180400.1	1.0	1.0
Potri.002G032200.1__Potri.005G230900.1	0.9383299999999999	0.90376	1362.0	1278.0	0.11105999999999999	GF_005185	0.0531	0.2562	2.0	0.2071	Potri.002G032200.1	Potri.005G230900.1	1.0	1.0
Potri.006G034700.1__Potri.016G032500.1	0.8536600000000001	0.8419	1230.0	1050.0	0.25444	GF_005190	0.1368	0.374	2.0	0.3658	Potri.016G032500.1	Potri.006G034700.1	1.0	1.0
Potri.013G066100.1__Potri.019G040500.1	0.98482	0.8986799999999999	1383.0	1362.0	0.15754	GF_005192	0.0783	0.2004	2.0	0.3906	Potri.019G040500.1	Potri.013G066100.1	1.0	1.0
Potri.012G092500.1__Potri.015G089100.1	0.95706	0.8661	1467.0	1404.0	0.26126	GF_005205	0.11900000000000001	0.2703	2.0	0.4402	Potri.015G089100.1	Potri.012G092500.1	1.0	1.0
Potri.012G092500.1__Potri.015G089100.1	0.95706	0.8661	1467.0	1404.0	0.26126	GF_005205	0.11900000000000001	0.2703	2.0	0.4402	Potri.015G089100.1	Potri.012G092500.1	1.0	1.0
Potri.005G129500.1__Potri.007G032700.1	0.9701299999999999	0.9293899999999999	2511.0	2436.0	0.08517999999999999	GF_005208	0.0417	0.1905	2.0	0.2192	Potri.007G032700.1	Potri.005G129500.1	1.0	1.0
Potri.005G129500.1__Potri.007G032700.1	0.9701299999999999	0.9293899999999999	2511.0	2436.0	0.08517999999999999	GF_005208	0.0417	0.1905	2.0	0.2192	Potri.007G032700.1	Potri.005G129500.1	1.0	1.0
Potri.004G059200.1__Potri.011G068800.1	0.96401	0.8079999999999999	1167.0	1125.0	0.4274	GF_005213	0.2012	0.3513	2.0	0.5728	Potri.011G068800.1	Potri.004G059200.1	1.0	1.0
Potri.005G141900.1__Potri.007G048300.1	0.9812799999999999	0.9273399999999999	1122.0	1101.0	0.1322	GF_005227	0.0609	0.1424	2.0	0.428	Potri.007G048300.1	Potri.005G141900.1	1.0	1.0
Potri.005G141900.1__Potri.007G048300.1	0.9812799999999999	0.9273399999999999	1122.0	1101.0	0.1322	GF_005227	0.0609	0.1424	2.0	0.428	Potri.007G048300.1	Potri.005G141900.1	1.0	1.0
Potri.008G071200.1__Potri.010G186300.1	1.0	0.9026799999999999	1305.0	1305.0	0.12888	GF_005186	0.0633	0.2323	2.0	0.2726	Potri.010G186300.1	Potri.008G071200.1	1.0	1.0
Potri.001G285700.1__Potri.009G080000.1	0.8720700000000001	0.88154	1665.0	1452.0	0.15395999999999999	GF_005194	0.0762	0.4113	2.0	0.1853	Potri.001G285700.1	Potri.009G080000.1	1.0	1.0
Potri.008G193400.1__Potri.010G036400.1	0.9503799999999999	0.85944	786.0	747.0	0.2482	GF_005219	0.1255	0.2945	2.0	0.4262	Potri.008G193400.1	Potri.010G036400.1	1.0	1.0
Potri.002G000300.1__Potri.005G260400.1	1.0	0.93284	1206.0	1206.0	0.07732	GF_005216	0.0383	0.1767	2.0	0.2169	Potri.005G260400.1	Potri.002G000300.1	1.0	1.0
Potri.002G007100.1__Potri.005G254100.1	0.9375	0.92815	1440.0	1350.0	0.03756	GF_005197	0.0208	0.2493	2.0	0.0836	Potri.002G007100.1	Potri.005G254100.1	1.0	1.0
Potri.008G043700.1__Potri.010G217900.1	0.99406	0.9127799999999999	2526.0	2511.0	0.11575999999999999	GF_005230	0.0537	0.2415	2.0	0.2222	Potri.010G217900.1	Potri.008G043700.1	1.0	1.0
